command to create set : rwsetbuild testIpList.txt testiplist.set
command : rwfilter --start-date=2016/02/15 --end-date=2016/02/29 --anyset=testiplist.set --type=all --pass=stdout | rwcut > ans5.txt


            sIP|            dIP|sPort|dPort|pro|   packets|     bytes|   flags|                  sTime| duration|                  eTime|sen|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        29|     14637|        |2016/02/25T08:49:51.248|    6.053|2016/02/25T08:49:57.301| S0|
   172.30.13.17|    224.0.0.252|55357| 5355| 17|         3|       150|        |2016/02/25T08:50:17.436|    0.104|2016/02/25T08:50:17.540| S0|
   172.30.13.17|    224.0.0.252|60161| 5355| 17|         3|       150|        |2016/02/25T08:50:17.436|    0.104|2016/02/25T08:50:17.540| S0|
  172.30.13.123|239.255.255.250|49212| 3702| 17|        12|      8208|        |2016/02/25T08:46:36.283|  241.729|2016/02/25T08:50:38.012| S0|
   172.30.13.66|239.255.255.250|50229| 3702| 17|        10|      6840|        |2016/02/25T08:46:36.285|  241.836|2016/02/25T08:50:38.121| S0|
   172.30.13.17|    224.0.0.252|57703| 5355| 17|         3|       150|        |2016/02/25T08:50:41.143|    0.094|2016/02/25T08:50:41.237| S0|
   172.30.13.17|    224.0.0.252|62126| 5355| 17|         3|       150|        |2016/02/25T08:51:23.113|    0.106|2016/02/25T08:51:23.219| S0|
   172.30.13.17|    224.0.0.252|56704| 5355| 17|         4|       200|        |2016/02/25T08:52:05.227|    0.099|2016/02/25T08:52:05.326| S0|
   172.30.13.65|    224.0.0.252|54536| 5355| 17|         3|       162|        |2016/02/25T08:52:31.004|    0.101|2016/02/25T08:52:31.105| S0|
   172.30.13.65|    224.0.0.252|54296| 5355| 17|         2|       102|        |2016/02/25T08:52:40.312|    0.092|2016/02/25T08:52:40.404| S0|
   172.30.13.17|    224.0.0.252|58186| 5355| 17|         3|       150|        |2016/02/25T08:52:47.328|    0.103|2016/02/25T08:52:47.431| S0|
   172.30.13.17|    224.0.0.252|51795| 5355| 17|         4|       200|        |2016/02/25T08:53:29.447|    0.105|2016/02/25T08:53:29.552| S0|
   172.30.13.65|239.255.255.250|54271| 1900| 17|        17|      2737|        |2016/02/25T08:52:17.760|   73.051|2016/02/25T08:53:30.811| S0|
   172.30.13.17|    224.0.0.252|59975| 5355| 17|         4|       200|        |2016/02/25T08:53:53.161|    0.105|2016/02/25T08:53:53.266| S0|
   172.30.13.17|    224.0.0.252|63585| 5355| 17|         3|       150|        |2016/02/25T08:54:16.834|    0.096|2016/02/25T08:54:16.930| S0|
   172.30.13.17|    224.0.0.252|62638| 5355| 17|         2|       100|        |2016/02/25T08:54:40.556|    0.105|2016/02/25T08:54:40.661| S0|
   172.30.13.17|    224.0.0.252|54875| 5355| 17|         3|       150|        |2016/02/25T08:55:04.203|    0.095|2016/02/25T08:55:04.298| S0|
   172.30.13.17|    224.0.0.252|51636| 5355| 17|         2|       100|        |2016/02/25T08:55:18.869|    0.108|2016/02/25T08:55:18.977| S0|
   172.30.13.17|    224.0.0.252|49597| 5355| 17|         3|       150|        |2016/02/25T08:55:42.518|    0.094|2016/02/25T08:55:42.612| S0|
  172.30.13.123|    224.0.0.252|58248| 5355| 17|         3|       150|        |2016/02/25T08:57:00.912|    0.418|2016/02/25T08:57:01.330| S0|
  172.30.13.123|    224.0.0.252|55950| 5355| 17|         3|       150|        |2016/02/25T08:57:00.912|    0.419|2016/02/25T08:57:01.331| S0|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        24|     12106|        |2016/02/25T08:57:15.226|    6.053|2016/02/25T08:57:21.279| S0|
   172.30.13.66|239.255.255.250|50229| 3702| 17|         5|      3420|        |2016/02/25T08:56:36.434|   68.522|2016/02/25T08:57:44.956| S0|
  172.30.13.123|239.255.255.250|49212| 3702| 17|         6|      4104|        |2016/02/25T08:56:36.426|   69.701|2016/02/25T08:57:46.127| S0|
   172.30.13.17|    224.0.0.252|63535| 5355| 17|         3|       150|        |2016/02/25T08:57:46.485|    0.103|2016/02/25T08:57:46.588| S0|
   172.30.13.17|    224.0.0.252|63201| 5355| 17|         4|       200|        |2016/02/25T08:58:13.562|    0.109|2016/02/25T08:58:13.671| S0|
   172.30.13.17|    224.0.0.252|50649| 5355| 17|         2|       100|        |2016/02/25T08:58:37.210|    0.110|2016/02/25T08:58:37.320| S0|
   172.30.13.66|239.255.255.250|63912| 1900| 17|        11|      1671|        |2016/02/25T08:58:39.528|    6.013|2016/02/25T08:58:45.541| S0|
   172.30.13.17|    224.0.0.252|62503| 5355| 17|         2|       100|        |2016/02/25T08:59:00.861|    0.094|2016/02/25T08:59:00.955| S0|
   172.30.13.17|    224.0.0.252|63582| 5355| 17|         2|       100|        |2016/02/25T08:59:25.112|    0.103|2016/02/25T08:59:25.215| S0|
   172.30.13.17|    224.0.0.252|65018| 5355| 17|         3|       150|        |2016/02/25T08:59:48.776|    0.103|2016/02/25T08:59:48.879| S0|
  172.30.13.123|     224.0.0.22|    0|    0|  2|        10|       400|        |2016/02/25T08:33:53.617| 1566.506|2016/02/25T09:00:00.123| S0|
   172.30.13.65|239.255.255.250|54271| 1900| 17|        19|      3059|        |2016/02/25T08:59:14.749|   77.064|2016/02/25T09:00:31.813| S0|
   172.30.13.65|  172.30.13.255|  138|  138| 17|         3|       669|        |2016/02/25T08:04:25.641|    1.477|2016/02/25T08:04:27.118| S0|
   172.30.13.66|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/25T08:04:30.285|    0.000|2016/02/25T08:04:30.285| S0|
  172.30.13.123|  172.30.13.255|  137|  137| 17|         6|       468|        |2016/02/25T08:07:00.943|    1.496|2016/02/25T08:07:02.439| S0|
  172.30.13.123|  172.30.13.255|  138|  138| 17|         2|       458|        |2016/02/25T08:07:48.330|    0.000|2016/02/25T08:07:48.330| S0|
   172.30.13.65|  172.30.13.255|  138|  138| 17|         3|       669|        |2016/02/25T08:15:46.280|   38.815|2016/02/25T08:16:25.095| S0|
   172.30.13.66|  172.30.13.255|  138|  138| 17|         2|       458|        |2016/02/25T08:16:27.338|    0.000|2016/02/25T08:16:27.338| S0|
  172.30.13.123|  172.30.13.255|  137|  137| 17|        11|       858|        |2016/02/25T08:17:00.923|  138.011|2016/02/25T08:19:18.934| S0|
  172.30.13.123|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/25T08:19:48.642|    0.000|2016/02/25T08:19:48.642| S0|
   172.30.13.65|  172.30.13.255|  137|  137| 17|      1625|    126750|        |2016/02/25T08:01:27.976| 1799.981|2016/02/25T08:31:27.957| S0|
  172.30.13.123|  172.30.13.255|  137|  137| 17|         5|       390|        |2016/02/25T08:27:00.896|    1.496|2016/02/25T08:27:02.392| S0|
   172.30.13.65|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/25T08:28:27.698|    0.000|2016/02/25T08:28:27.698| S0|
   172.30.13.66|  172.30.13.255|  138|  138| 17|         2|       458|        |2016/02/25T08:28:28.345|    0.000|2016/02/25T08:28:28.345| S0|
   172.30.13.17|  172.30.13.255|  137|  137| 17|       245|     19110|        |2016/02/25T08:03:24.178| 1799.626|2016/02/25T08:33:23.804| S0|
  172.30.13.123|  172.30.13.255|  138|  138| 17|         2|       458|        |2016/02/25T08:31:47.845|    0.000|2016/02/25T08:31:47.845| S0|
  172.30.13.123|  172.30.13.255|  137|  137| 17|         6|       468|        |2016/02/25T08:37:00.866|    1.498|2016/02/25T08:37:02.364| S0|
   172.30.13.66|  172.30.13.255|  137|  137| 17|         4|       312|        |2016/02/25T08:37:31.511|    1.516|2016/02/25T08:37:33.027| S0|
   172.30.13.65|  172.30.13.255|  138|  138| 17|         2|       458|        |2016/02/25T08:40:30.180|    0.000|2016/02/25T08:40:30.180| S0|
   172.30.13.66|  172.30.13.255|  138|  138| 17|         2|       458|        |2016/02/25T08:40:30.713|    0.000|2016/02/25T08:40:30.713| S0|
  172.30.13.123|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/25T08:43:46.869|    0.000|2016/02/25T08:43:46.869| S0|
   172.30.13.66|  172.30.13.255|  137|  137| 17|        10|       780|        |2016/02/25T08:47:38.013|  135.371|2016/02/25T08:49:53.384| S0|
  172.30.13.123|  172.30.13.255|  137|  137| 17|        10|       780|        |2016/02/25T08:47:00.941|  281.068|2016/02/25T08:51:42.009| S0|
   172.30.13.65|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/25T08:52:32.816|    0.000|2016/02/25T08:52:32.816| S0|
   172.30.13.66|  172.30.13.255|  138|  138| 17|         3|       669|        |2016/02/25T08:52:28.853|   35.831|2016/02/25T08:53:04.684| S0|
   172.30.13.66|  172.30.13.255|  137|  137| 17|         4|       312|        |2016/02/25T08:55:06.181|    1.527|2016/02/25T08:55:07.708| S0|
  172.30.13.123|  172.30.13.255|  138|  138| 17|         1|       229|        |2016/02/25T08:55:47.917|    0.000|2016/02/25T08:55:47.917| S0|
   172.30.13.65|  172.30.13.255|  137|  137| 17|      1625|    126750|        |2016/02/25T08:31:28.709| 1799.981|2016/02/25T09:01:28.690| S0|
  172.30.13.123|  172.30.13.255|  137|  137| 17|         4|       312|        |2016/02/25T08:57:00.911|    1.497|2016/02/25T08:57:02.408| S0|
   172.30.13.17|  172.30.13.255|  137|  137| 17|       196|     15288|        |2016/02/25T08:33:53.040| 1703.435|2016/02/25T09:02:16.475| S0|
   172.30.13.17|    224.0.0.252|61147| 5355| 17|         3|       150|        |2016/02/25T09:00:12.497|    0.097|2016/02/25T09:00:12.594| S0|
   172.30.13.17|    224.0.0.252|57700| 5355| 17|         4|       200|        |2016/02/25T09:00:36.680|    0.109|2016/02/25T09:00:36.789| S0|
   172.30.13.17|    224.0.0.252|55702| 5355| 17|         2|       100|        |2016/02/25T09:01:00.352|    0.103|2016/02/25T09:01:00.455| S0|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        10|      5046|        |2016/02/29T04:50:46.742|    0.002|2016/02/29T04:50:46.744| S0|
   172.30.13.65|239.255.255.250|51214| 1900| 17|        16|      2576|        |2016/02/29T04:55:35.457|   74.133|2016/02/29T04:56:49.590| S0|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        26|     13235|        |2016/02/29T04:58:04.917|    6.026|2016/02/29T04:58:10.943| S0|
  172.30.13.123|    224.0.0.252|53140| 5355| 17|         2|       100|        |2016/02/29T04:58:22.154|    0.425|2016/02/29T04:58:22.579| S0|
  172.30.13.123|    224.0.0.252|50513| 5355| 17|         3|       150|        |2016/02/29T04:58:22.154|    0.425|2016/02/29T04:58:22.579| S0|
   172.30.13.65|    224.0.0.251| 5353| 5353| 17|        30|      4429|        |2016/02/29T04:51:11.539| 1786.111|2016/02/29T05:20:57.650| S0|
  172.30.13.250|    224.0.0.251| 5353| 5353| 17|       104|     24588|        |2016/02/29T04:51:11.638| 1786.102|2016/02/29T05:20:57.740| S0|
  172.30.13.123|     224.0.0.22|    0|    0|  2|        11|       440|        |2016/02/29T04:54:53.604| 1566.179|2016/02/29T05:20:59.783| S0|
   172.30.13.66|  172.30.13.255|  138|  138| 17|         2|       458|        |2016/02/29T04:50:57.102|    0.000|2016/02/29T04:50:57.102| S0|
  172.30.13.123|  172.30.13.255|  137|  137| 17|         3|       234|        |2016/02/29T04:58:22.153|    1.508|2016/02/29T04:58:23.661| S0|
   172.30.13.66|  172.30.13.255|  138|  138| 17|         2|       458|        |2016/02/29T04:59:00.100|    0.000|2016/02/29T04:59:00.100| S0|
   172.30.13.65|  172.30.13.255|  137|  137| 17|      1603|    125034|        |2016/02/29T04:50:57.203| 1767.012|2016/02/29T05:20:24.215| S0|
   172.30.13.66|    224.0.0.251| 5353| 5353| 17|         1|        85|        |2016/02/29T05:00:49.266|    0.000|2016/02/29T05:00:49.266| S0|
   172.30.13.65|    224.0.0.252|59723| 5355| 17|         4|       216|        |2016/02/29T05:01:17.751|    0.095|2016/02/29T05:01:17.846| S0|
   172.30.13.65|    224.0.0.252|60222| 5355| 17|         3|       153|        |2016/02/29T05:01:57.487|    0.096|2016/02/29T05:01:57.583| S0|
   172.30.13.66|239.255.255.250|60113| 1900| 17|         8|      1216|        |2016/02/29T05:03:20.358|    6.017|2016/02/29T05:03:26.375| S0|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        26|     13315|        |2016/02/29T05:05:29.118|    6.025|2016/02/29T05:05:35.143| S0|
   172.30.13.17|    224.0.0.252|65266| 5355| 17|         1|        54|        |2016/02/29T05:08:18.225|    0.000|2016/02/29T05:08:18.225| S0|
   172.30.13.17|    224.0.0.252|52832| 5355| 17|         2|       108|        |2016/02/29T05:08:20.275|    0.090|2016/02/29T05:08:20.365| S0|
   172.30.13.17|    224.0.0.252|61236| 5355| 17|         3|       156|        |2016/02/29T05:08:20.296|    0.099|2016/02/29T05:08:20.395| S0|
  172.30.13.123|    224.0.0.252|50576| 5355| 17|         3|       150|        |2016/02/29T05:08:22.419|    0.411|2016/02/29T05:08:22.830| S0|
  172.30.13.123|    224.0.0.252|57944| 5355| 17|         3|       150|        |2016/02/29T05:08:22.419|    0.411|2016/02/29T05:08:22.830| S0|
   172.30.13.17|    224.0.0.252|49397| 5355| 17|         2|       104|        |2016/02/29T05:08:23.862|    0.095|2016/02/29T05:08:23.957| S0|
   172.30.13.17|    224.0.0.252|51221| 5355| 17|         3|       156|        |2016/02/29T05:08:26.455|    0.107|2016/02/29T05:08:26.562| S0|
   172.30.13.17|    224.0.0.252|65100| 5355| 17|         2|       104|        |2016/02/29T05:08:29.059|    0.109|2016/02/29T05:08:29.168| S0|
   172.30.13.17|    224.0.0.252|59774| 5355| 17|         4|       208|        |2016/02/29T05:08:31.645|    0.100|2016/02/29T05:08:31.745| S0|
   172.30.13.17|     224.0.0.22|    0|    0|  2|        10|       400|        |2016/02/29T05:08:18.241|   14.504|2016/02/29T05:08:32.745| S0|
   172.30.13.17|    224.0.0.252|57665| 5355| 17|         2|       104|        |2016/02/29T05:08:34.215|    0.109|2016/02/29T05:08:34.324| S0|
   172.30.13.17|    224.0.0.252|55513| 5355| 17|         2|       104|        |2016/02/29T05:08:36.822|    0.109|2016/02/29T05:08:36.931| S0|
   172.30.13.17|    224.0.0.252|50616| 5355| 17|         2|       104|        |2016/02/29T05:08:39.428|    0.109|2016/02/29T05:08:39.537| S0|
   172.30.13.17|    224.0.0.252|52448| 5355| 17|         4|       208|        |2016/02/29T05:08:42.021|    0.100|2016/02/29T05:08:42.121| S0|
   172.30.13.17|    224.0.0.252|58734| 5355| 17|         2|       104|        |2016/02/29T05:08:44.573|    0.099|2016/02/29T05:08:44.672| S0|
   172.30.13.17|    224.0.0.252|63933| 5355| 17|         4|       200|        |2016/02/29T05:10:19.463|    0.105|2016/02/29T05:10:19.568| S0|
   172.30.13.17|    224.0.0.252|59161| 5355| 17|         3|       150|        |2016/02/29T05:10:19.463|    0.105|2016/02/29T05:10:19.568| S0|
   172.30.13.17|    224.0.0.252|63564| 5355| 17|         3|       150|        |2016/02/29T05:10:19.463|    0.105|2016/02/29T05:10:19.568| S0|
   172.30.13.17|    224.0.0.252|55169| 5355| 17|         2|       100|        |2016/02/29T05:10:22.053|    0.107|2016/02/29T05:10:22.160| S0|
   172.30.13.17|    224.0.0.252|49296| 5355| 17|         3|       150|        |2016/02/29T05:10:22.053|    0.107|2016/02/29T05:10:22.160| S0|
   172.30.13.17|    224.0.0.252|60045| 5355| 17|         3|       150|        |2016/02/29T05:10:22.053|    0.107|2016/02/29T05:10:22.160| S0|
   172.30.13.17|    224.0.0.252|50912| 5355| 17|         4|       200|        |2016/02/29T05:10:22.985|    0.099|2016/02/29T05:10:23.084| S0|
   172.30.13.17|    224.0.0.252|56007| 5355| 17|         3|       150|        |2016/02/29T05:10:25.569|    0.110|2016/02/29T05:10:25.679| S0|
   172.30.13.65|239.255.255.250|51214| 1900| 17|        40|      6350|        |2016/02/29T05:02:10.658|  497.276|2016/02/29T05:10:27.934| S0|
  172.30.13.123|239.255.255.250|62120| 1900| 17|        22|      3542|        |2016/02/29T05:07:41.440|  211.160|2016/02/29T05:11:12.600| S0|
   172.30.13.17|    224.0.0.252|64606| 5355| 17|         2|       100|        |2016/02/29T05:11:13.922|    0.106|2016/02/29T05:11:14.028| S0|
   172.30.13.17|    224.0.0.252|62850| 5355| 17|         2|       100|        |2016/02/29T05:11:16.575|    0.106|2016/02/29T05:11:16.681| S0|
   172.30.13.17|    224.0.0.252|63262| 5355| 17|         3|       150|        |2016/02/29T05:11:28.928|    0.098|2016/02/29T05:11:29.026| S0|
   172.30.13.17|    224.0.0.252|59275| 5355| 17|         3|       150|        |2016/02/29T05:11:31.548|    0.100|2016/02/29T05:11:31.648| S0|
   172.30.13.17|    224.0.0.252|56748| 5355| 17|         3|       150|        |2016/02/29T05:11:38.959|    0.103|2016/02/29T05:11:39.062| S0|
   172.30.13.17|    224.0.0.252|56774| 5355| 17|         2|       100|        |2016/02/29T05:11:41.592|    0.106|2016/02/29T05:11:41.698| S0|
   172.30.13.17|    224.0.0.252|62393| 5355| 17|         4|       200|        |2016/02/29T05:11:43.987|    0.100|2016/02/29T05:11:44.087| S0|
   172.30.13.17|    224.0.0.252|55332| 5355| 17|         3|       150|        |2016/02/29T05:11:46.620|    0.104|2016/02/29T05:11:46.724| S0|
   172.30.13.17|    224.0.0.252|62031| 5355| 17|         2|       100|        |2016/02/29T05:11:54.138|    0.096|2016/02/29T05:11:54.234| S0|
   172.30.13.17|    224.0.0.252|51754| 5355| 17|         3|       150|        |2016/02/29T05:11:56.743|    0.107|2016/02/29T05:11:56.850| S0|
   172.30.13.17|    224.0.0.252|60160| 5355| 17|         2|       100|        |2016/02/29T05:12:04.143|    0.105|2016/02/29T05:12:04.248| S0|
   172.30.13.17|    224.0.0.252|50100| 5355| 17|         3|       150|        |2016/02/29T05:12:06.779|    0.106|2016/02/29T05:12:06.885| S0|
   172.30.13.17|    224.0.0.252|55682| 5355| 17|         3|       150|        |2016/02/29T05:12:09.156|    0.101|2016/02/29T05:12:09.257| S0|
   172.30.13.17|    224.0.0.252|56891| 5355| 17|         3|       150|        |2016/02/29T05:12:11.786|    0.109|2016/02/29T05:12:11.895| S0|
   172.30.13.17|    224.0.0.252|55511| 5355| 17|         4|       200|        |2016/02/29T05:12:14.160|    0.107|2016/02/29T05:12:14.267| S0|
   172.30.13.17|    224.0.0.252|52583| 5355| 17|         3|       150|        |2016/02/29T05:12:16.798|    0.107|2016/02/29T05:12:16.905| S0|
   172.30.13.17|    224.0.0.252|56558| 5355| 17|         4|       200|        |2016/02/29T05:12:19.171|    0.106|2016/02/29T05:12:19.277| S0|
   172.30.13.17|    224.0.0.252|58236| 5355| 17|         3|       150|        |2016/02/29T05:12:21.808|    0.107|2016/02/29T05:12:21.915| S0|
   172.30.13.17|    224.0.0.252|54334| 5355| 17|         3|       150|        |2016/02/29T05:12:24.268|    0.097|2016/02/29T05:12:24.365| S0|
   172.30.13.66|239.255.255.250| 1900| 1900| 17|        31|     15757|        |2016/02/29T05:12:53.318|    6.026|2016/02/29T05:12:59.344| S0|
   172.30.13.17|    224.0.0.252|64025| 5355| 17|         3|       150|        |2016/02/29T05:13:32.019|    0.100|2016/02/29T05:13:32.119| S0|
   172.30.13.17|    224.0.0.252|56161| 5355| 17|         3|       150|        |2016/02/29T05:13:34.650|    0.107|2016/02/29T05:13:34.757| S0|
   172.30.13.17|    224.0.0.252|60748| 5355| 17|         3|       150|        |2016/02/29T05:13:47.029|    0.104|2016/02/29T05:13:47.133| S0|
   172.30.13.17|    224.0.0.252|57269| 5355| 17|         3|       150|        |2016/02/29T05:13:49.665|    0.106|2016/02/29T05:13:49.771| S0|
   172.30.13.17|    224.0.0.252|65216| 5355| 17|         4|       200|        |2016/02/29T05:13:57.030|    0.107|2016/02/29T05:13:57.137| S0|
   172.30.13.17|    224.0.0.252|58627| 5355| 17|         2|       100|        |2016/02/29T05:13:59.671|    0.106|2016/02/29T05:13:59.777| S0|
   172.30.13.17|    224.0.0.252|57555| 5355| 17|         3|       150|        |2016/02/29T05:14:01.545|    0.104|2016/02/29T05:14:01.649| S0|
   172.30.13.17|    224.0.0.252|60592| 5355| 17|         3|       150|        |2016/02/29T05:14:02.045|    0.104|2016/02/29T05:14:02.149| S0|
   172.30.13.17|    224.0.0.252|55872| 5355| 17|         3|       150|        |2016/02/29T05:14:04.182|    0.105|2016/02/29T05:14:04.287| S0|
   172.30.13.17|    224.0.0.252|54945| 5355| 17|         3|       150|        |2016/02/29T05:14:04.680|    0.107|2016/02/29T05:14:04.787| S0|
   172.30.13.17|    224.0.0.252|61339| 5355| 17|         2|       100|        |2016/02/29T05:14:12.082|    0.102|2016/02/29T05:14:12.184| S0|
   172.30.13.17|    224.0.0.252|55428| 5355| 17|         3|       150|        |2016/02/29T05:14:14.715|    0.107|2016/02/29T05:14:14.822| S0|
   172.30.13.17|    224.0.0.252|59123| 5355| 17|         4|       200|        |2016/02/29T05:14:22.117|    0.103|2016/02/29T05:14:22.220| S0|
   172.30.13.17|    224.0.0.252|54093| 5355| 17|         3|       150|        |2016/02/29T05:14:24.752|    0.105|2016/02/29T05:14:24.857| S0|
   172.30.13.17|    224.0.0.252|51707| 5355| 17|         4|       200|        |2016/02/29T05:14:27.094|    0.104|2016/02/29T05:14:27.198| S0|
   172.30.13.17|    224.0.0.252|61824| 5355| 17|         3|       150|        |2016/02/29T05:14:29.732|    0.106|2016/02/29T05:14:29.838| S0|
   172.30.13.17|    224.0.0.252|61773| 5355| 17|         3|       150|        |2016/02/29T05:14:37.139|    0.096|2016/02/29T05:14:37.235| S0|
   172.30.13.17|    224.0.0.252|61104| 5355| 17|         4|       200|        |2016/02/29T05:14:39.767|    0.106|2016/02/29T05:14:39.873| S0|
   172.30.13.17|    224.0.0.252|59945| 5355| 17|         3|       150|        |2016/02/29T05:14:42.125|    0.105|2016/02/29T05:14:42.230| S0|
   172.30.13.65|    224.0.0.252|62340| 5355| 17|         3|       162|        |2016/02/29T05:16:18.139|    0.092|2016/02/29T05:16:18.231| S0|
   172.30.13.65|    224.0.0.252|57488| 5355| 17|         3|       153|        |2016/02/29T05:16:57.888|    0.092|2016/02/29T05:16:57.980| S0|
   172.30.13.17|    224.0.0.252|54295| 5355| 17|         3|       150|        |2016/02/29T05:17:06.727|    0.099|2016/02/29T05:17:06.826| S0|
   172.30.13.17|    224.0.0.252|51880| 5355| 17|         2|       100|        |2016/02/29T05:17:06.727|    0.099|2016/02/29T05:17:06.826| S0|
   172.30.13.17|    224.0.0.252|56655| 5355| 17|         2|       100|        |2016/02/29T05:17:06.726|    0.100|2016/02/29T05:17:06.826| S0|
   172.30.13.17|    224.0.0.252|53796| 5355| 17|         3|       150|        |2016/02/29T05:17:06.728|    0.098|2016/02/29T05:17:06.826| S0|
   172.30.13.17|    224.0.0.252|56331| 5355| 17|         2|       100|        |2016/02/29T05:17:06.725|    0.102|2016/02/29T05:17:06.827| S0|
   172.30.13.17|    224.0.0.252|62824| 5355| 17|         4|       200|        |2016/02/29T05:17:06.726|    0.101|2016/02/29T05:17:06.827| S0|
   172.30.13.17|    224.0.0.252|57782| 5355| 17|         2|       100|        |2016/02/29T05:17:06.726|    0.101|2016/02/29T05:17:06.827| S0|
   172.30.13.17|    224.0.0.252|55253| 5355| 17|         4|       200|        |2016/02/29T05:17:06.725|    0.102|2016/02/29T05:17:06.827| S0|
   172.30.13.17|    224.0.0.252|65165| 5355| 17|         2|       100|        |2016/02/29T05:17:06.726|    0.101|2016/02/29T05:17:06.827| S0|
   172.30.13.17|    224.0.0.252|53772| 5355| 17|         3|       150|        |2016/02/29T05:17:06.723|    0.105|2016/02/29T05:17:06.828| S0|
   172.30.13.17|    224.0.0.252|52549| 5355| 17|         3|       150|        |2016/02/29T05:17:09.354|    0.094|2016/02/29T05:17:09.448| S0|
   172.30.13.17|    224.0.0.252|54309| 5355| 17|         3|       150|        |2016/02/29T05:17:09.364|    0.100|2016/02/29T05:17:09.464| S0|
   172.30.13.17|    224.0.0.252|53915| 5355| 17|         4|       200|        |2016/02/29T05:17:09.364|    0.100|2016/02/29T05:17:09.464| S0|
   172.30.13.17|    224.0.0.252|49562| 5355| 17|         3|       150|        |2016/02/29T05:17:09.362|    0.102|2016/02/29T05:17:09.464| S0|
   172.30.13.17|    224.0.0.252|50706| 5355| 17|         2|       100|        |2016/02/29T05:17:09.364|    0.100|2016/02/29T05:17:09.464| S0|
   172.30.13.17|    224.0.0.252|59309| 5355| 17|         3|       150|        |2016/02/29T05:17:09.357|    0.107|2016/02/29T05:17:09.464| S0|
   172.30.13.17|    224.0.0.252|56109| 5355| 17|         3|       150|        |2016/02/29T05:17:09.365|    0.099|2016/02/29T05:17:09.464| S0|
   172.30.13.17|    224.0.0.252|64007| 5355| 17|         4|       200|        |2016/02/29T05:17:21.725|    0.100|2016/02/29T05:17:21.825| S0|
   172.30.13.65|239.255.255.250|51214| 1900| 17|        21|      3381|        |2016/02/29T05:16:07.057|   75.140|2016/02/29T05:17:22.197| S0|
   172.30.13.17|    224.0.0.252|50888| 5355| 17|         4|       200|        |2016/02/29T05:17:32.786|    0.106|2016/02/29T05:17:32.892| S0|
   172.30.13.17|    224.0.0.252|52493| 5355| 17|         2|       100|        |2016/02/29T05:17:33.150|    0.101|2016/02/29T05:17:33.251| S0|
   172.30.13.17|    224.0.0.252|51287| 5355| 17|         3|       150|        |2016/02/29T05:17:57.029|    0.101|2016/02/29T05:17:57.130| S0|
  172.30.13.123|239.255.255.250|62120| 1900| 17|        18|      2898|        |2016/02/29T05:16:41.636|   76.598|2016/02/29T05:17:58.234| S0|
   172.30.13.17|    224.0.0.252|56712| 5355| 17|         3|       150|        |2016/02/29T05:18:13.224|    0.108|2016/02/29T05:18:13.332| S0|
   172.30.13.17|    224.0.0.252|58332| 5355| 17|         3|       150|        |2016/02/29T05:18:15.864|    0.105|2016/02/29T05:18:15.969| S0|
  172.30.13.123|    224.0.0.252|51773| 5355| 17|         4|       200|        |2016/02/29T05:18:22.683|    0.408|2016/02/29T05:18:23.091| S0|
  172.30.13.123|    224.0.0.252|55935| 5355| 17|         3|       150|        |2016/02/29T05:18:22.684|    0.407|2016/02/29T05:18:23.091| S0|
   172.30.13.17|    224.0.0.252|59802| 5355| 17|         3|       150|        |2016/02/29T05:18:23.226|    0.094|2016/02/29T05:18:23.320| S0|
   172.30.13.17|    224.0.0.252|56087| 5355| 17|         3|       150|        |2016/02/29T05:18:24.219|    0.100|2016/02/29T05:18:24.319| S0|
   172.30.13.17|    224.0.0.252|61881| 5355| 17|         4|       200|        |2016/02/29T05:18:25.853|    0.105|2016/02/29T05:18:25.958| S0|
   172.30.13.17|    224.0.0.252|49904| 5355| 17|         3|       150|        |2016/02/29T05:18:26.829|    0.097|2016/02/29T05:18:26.926| S0|
   172.30.13.17|    224.0.0.252|58026| 5355| 17|         3|       150|        |2016/02/29T05:18:33.271|    0.102|2016/02/29T05:18:33.373| S0|
   172.30.13.17|    224.0.0.252|63254| 5355| 17|         3|       150|        |2016/02/29T05:18:33.579|    0.106|2016/02/29T05:18:33.685| S0|
   172.30.13.17|    224.0.0.252|60388| 5355| 17|         3|       150|        |2016/02/29T05:18:35.905|    0.106|2016/02/29T05:18:36.011| S0|
   172.30.13.17|    224.0.0.252|60848| 5355| 17|         3|       150|        |2016/02/29T05:18:43.288|    0.105|2016/02/29T05:18:43.393| S0|
   172.30.13.17|    224.0.0.252|50080| 5355| 17|         3|       150|        |2016/02/29T05:18:45.925|    0.105|2016/02/29T05:18:46.030| S0|
   172.30.13.17|    224.0.0.252|57724| 5355| 17|         3|       150|        |2016/02/29T05:18:48.282|    0.105|2016/02/29T05:18:48.387| S0|
